מק'ט,תאור מוצר,מספר יצרן,סטטוס,מלאי זמין,הזמנות מסגרת רכש,הזמנות רכש פתוחות,הזמנות מסגרת לקוח,הז. לקוח פתוחות,קריאות שירות פתוחות,מלאי צפוי,נמכר בחודש נוכחי,סטטוס קצב מכירות,מק'ט מוצר משלים,מוצר משלים,נמכר בחודש הקודם,נמכר לפני חודשיים,נמכר לפני 3 חודשים,יח',מחיר אחרון,מטבע
35040579LPR,ד.ב אח ויטו 04+/ויאנו 04+,05P946,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35040687LPR,ד.ב קד וקטרה 03+/סאאב 9-3 03+,05P814,פעיל,2.000,0.000,0.000,0.000,6.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35040689LPR,ד.ב אח וקטרה 03+/פרימרייה 02+/סאאב 9-3 03+,05P815,פעיל,67.000,0.000,0.000,0.000,11.000,0.000,56.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35041108LPR,ד.ב קד קורסה 14+,05P1958,פעיל,10.000,0.000,0.000,0.000,10.000,0.000,0.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35041109LPR,ד.ב אח קורסה 14+,05P1959,פעיל,10.000,0.000,0.000,0.000,10.000,0.000,0.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35041111LPR,ד.ב קד קורסה 14+,05P1976,פעיל,3.000,0.000,0.000,0.000,6.000,0.000,-3.00,0.00,.,,560552,0.00,0.00,0.00,יח',9.61,EUR
35041111MATEC,ד.ב קד קורסה מ 14 ג'נט 14,FT226417,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
35041112MATEC,ד.ב אח קורסה 14+,FT226017,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
35041191LPR,ד.ב קד קורסה 01-06,05P1004,פעיל,4.000,0.000,0.000,0.000,6.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35041193LPR,ד.ב קד קורסה 01-06,05P758,פעיל,16.000,0.000,0.000,0.000,8.000,0.000,8.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35041195LPR,ד.ב קד קורסה 07+/גרנד פונטו 07+/דובלו 06-09/פיורינו 08+,05P763,פעיל,75.000,0.000,0.000,0.000,21.000,0.000,54.00,0.00,VV,,560552,1.00,0.00,0.00,יח',5.32,EUR
35041197MATEC,ד.ב קד קורסה 07+/גרנד פונטו 07+/דובלו 06-09/פיורינו 08+,FT094218,פעיל,30.000,0.000,0.000,0.000,22.000,0.000,8.00,0.00,VV,,430552,0.00,0.00,0.00,יח',4.40,$
35041214LPR,ד.ב אח 15 Q7+,05P2027,פעיל,0.000,0.000,0.000,0.000,11.000,0.000,-11.00,0.00,,,,0.00,0.00,2.00,יח',0.00,EUR
35060401LPR,ד.ב קד רובר סדרה 200 + 400,05P429,פעיל,16.000,0.000,0.000,0.000,27.000,0.000,-11.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35080105LPR,ד.ב קד אלפא 33 1.3 83+/בננה,05P021,פעיל,0.000,0.000,0.000,0.000,11.000,0.000,-11.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35080107LPR,ד.ב קד אלפא 33 מלבן,05P020,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35080109LPR,ד.ב קד אלפא 33/בננה חוט,05P019,פעיל,4.000,0.000,0.000,0.000,8.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35080317LPR,ד.ב קד אלפא 145/מולטיפלה 97-00,05P1084,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35080721LPR,ד.ב קד אלפא 164 נפח 3.0,05P032,פעיל,0.000,0.000,0.000,0.000,20.000,0.000,-20.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35081029LPR,ד.ב אח אלפא מיטו 11+ עם חשמל,05P1661,פעיל,7.000,0.000,0.000,0.000,5.000,0.000,2.00,0.00,.,,560552,0.00,0.00,0.00,יח',8.86,EUR
35081525LPR,ד.ב קד אלפא 159 06+/בררה 06+/ספיידר 07+/גולייטה 1.4 טורבו,05P1470,פעיל,6.000,0.000,0.000,0.000,7.000,0.000,-1.00,0.00,.,,560552,0.00,2.00,0.00,יח',0.00,EUR
35081527LPR,ד.ב אח אלפא 159 + בררה 06+/ספיידר 07+,05P855,פעיל,24.000,0.000,0.000,0.000,7.000,0.000,17.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35081529LPR,ד.ב קד אלפא 159/בררה 06+/ספיידר 07+/קטן,05P1552,פעיל,3.000,0.000,0.000,0.000,7.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35081710LPR,ד.ב קד ג'וליה 15+,05P2134,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,.,,560552,1.00,4.00,2.00,יח',0.00,EUR
35081711LPR,ד.ב אח ג'וליה 15+,05P2071,פעיל,17.000,0.000,0.000,0.000,9.000,0.000,8.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35081750LPR,ד.ב קד ג'ולייטה,05P1612,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35081753LPR,ד.ב אח ג'ולייטה,05P1596,פעיל,0.000,0.000,0.000,0.000,12.000,0.000,-12.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35100301LPR,ד.ב קד יגואר אי פייס +17,05P2174K,פעיל,2.000,0.000,0.000,0.000,9.000,0.000,-7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
35120101MATEC,ד.ב אח איווקו דיילי/טרנזיט ג'מבו 07+ ( ללא חשמל),FT102520,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35140135LPR,ד.ב קד ב.מ.וו 03 X3+/סדרה 3 98+,05P1251,פעיל,7.000,0.000,0.000,0.000,9.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140218LPR,ד.ב קד ב.מ.וו 14-19 X6/14-19 X5,05P2223,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',20.00,EUR
35140237LPR,ד.ב קד ב.מ.וו X5 עד 06,05P771,פעיל,9.000,0.000,0.000,0.000,12.000,0.000,-3.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140239LPR,ד.ב אח ב.מ.וו 00-06 X5,05P1231,פעיל,3.000,0.000,0.000,0.000,7.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140241LPR,ד.ב אח ב.מ.וו X6/+07 X5 מתאים לצלחת 345,05P1367,פעיל,1.000,0.000,0.000,0.000,9.000,0.000,-8.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140243LPR,ד.ב קד ב.מ.וו X6/+07 X5,05P1496,פעיל,0.000,0.000,0.000,0.000,11.000,0.000,-11.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140245LPR,ד.ב קד ב.מ.וו 08 X6/4.8 +07 X5+,05P1518,פעיל,11.000,0.000,0.000,0.000,9.000,0.000,2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140247LPR,ד.ב אח ב.מ.וו 4.8 + 3.0 +07 X5,05P1472,פעיל,3.000,0.000,0.000,0.000,8.000,0.000,-5.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140310LPR,ד.ב קד ב.מ.וו סדרה 1 13+/סדרה 320GT 3/סדרה M235I 2,05P1851,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140316LPR,ד.ב אח ב.מ.וו סדרה 1 12+,05P1741,פעיל,0.000,0.000,0.000,0.000,18.000,0.000,-18.00,1.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140318LPR,ד.ב קד ב.מ.וו סדרה F20 +12 1/סדרה F30 +12 3,05P1739,פעיל,1.000,0.000,0.000,0.000,12.000,0.000,-11.00,0.00,,,,0.00,0.00,0.00,יח',13.50,EUR
35140321LPR,ד.ב קד ב.מ.וו סדרה 1 07+,05P1511,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
35140349LPR,ד.ב קד ב.מ.וו סדרה 1 04+/מיניקופר 07+,05P1241,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140351LPR,ד.ב קד ב.מ.וו סדרה 1,05P1752,פעיל,0.000,0.000,0.000,0.000,15.000,0.000,-15.00,0.00,.,,560552,0.00,0.00,0.00,יח',11.34,EUR
35140415LPR,ד.ב קד סדרה 3 19+,05P2158,פעיל,0.000,0.000,0.000,0.000,16.000,0.000,-16.00,0.00,,,,0.00,0.00,3.00,יח',0.00,EUR
35140420LPR,ד.ב אח ב.מ.וו סדרה 3 18+,05P2179,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',12.00,EUR
35140425LPR,ד.ב אח ב.מ.וו סדרה X1/+06 3 עד 14,05P1876,פעיל,9.000,0.000,0.000,0.000,6.000,0.000,3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140432LPR,ד.ב אח ב.מ.וו סדרה 3 19+,05P2160,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140453LPR,ד.ב קד ב.מ.וו סדרה 3 עד 82,05P210,פעיל,0.000,0.000,0.000,0.000,21.000,0.000,-21.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140455LPR,ד.ב אח ב.מ.וו סדרה 3 83-90/מרצדס W201 190,05P463,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140457LPR,ד.ב קד ב.מ.וו 316,05P319,פעיל,3.000,0.000,0.000,0.000,7.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140459LPR,ד.ב קד ב.מ.וו סדרה 3 90-98,05P331,פעיל,3.000,0.000,0.000,0.000,11.000,0.000,-8.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140461LPR,ד.ב אח ב.מ.וו סדרה 3 עד 98/סדרה 5 98-03/רובר 75 עד 03,05P650,פעיל,1.000,0.000,0.000,0.000,6.000,0.000,-5.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140463LPR,ד.ב קד ב.מ.וו סדרה 03 Z4/+98 Z3/98-04 3+,05P757,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140465LPR,ד.ב אח ב.מ.וו 316 עד 320/05/רובר 75 אח' עד 04,05P675,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140469LPR,ד.ב אח ב.מ.וו 05-11 318I/סדרה 1 05+,05P1252,פעיל,10.000,0.000,0.000,0.000,8.000,0.000,2.00,0.00,.,,560552,0.00,1.00,0.00,יח',0.00,
35140471LPR,ד.ב קד ב.מ.וו סדרה 3 05+/סדרה 5 04+,05P1271,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140473LPR,ד.ב אח ב.מ.וו סדרה 3 05+/סדרה 1 04+,05P1249,פעיל,1.000,0.000,0.000,0.000,8.000,0.000,-7.00,0.00,.,,560552,0.00,1.00,0.00,יח',0.00,
35140510LPR,ד.ב קד ב.מ.וו סדרה 5 11+/סדרה 6 מ 11+/סדרה 7 09+,05P1582,פעיל,9.000,0.000,0.000,0.000,11.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140514LPR,ד.ב אח ב.מ.וו סדרה 5 14+,05P1618,פעיל,0.000,0.000,0.000,0.000,21.000,0.000,-21.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140515LPR,ד.ב קד ב.מ.וו סדרה 5 17+,05P2040,פעיל,3.000,0.000,0.000,0.000,12.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140547LPR,ד.ב קד ב.מ.וו סדרה 5 11+,05P1619,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140575LPR,ד.ב קד ב.מ.וו סדרה 5 518/520 82+,05P237,פעיל,0.000,0.000,0.000,0.000,24.000,0.000,-24.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140579LPR,ד.ב קד סדרה 5 85-94/סדרה 7 86-94,05P296,פעיל,0.000,0.000,0.000,0.000,20.000,0.000,-20.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140583LPR,ד.ב קד ב.מ.וו סדרה 5 95+,05P649,פעיל,7.000,0.000,0.000,0.000,8.000,0.000,-1.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35140585LPR,ד.ב אח ב.מ.וו סדרה 08 X6/04-06 5+,05P1194,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140587LPR,ד.ב קד ב.מ.וו 530 04+/סדרה 7 02+,05P1193,פעיל,9.000,0.000,0.000,0.000,7.000,0.000,2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140589LPR,ד.ב קד ב.מ.וו סדרה 5 06+ 540+535/סדרה 7 06+,05P1410,פעיל,3.000,0.000,0.000,0.000,6.000,0.000,-3.00,0.00,.,,560552,0.00,1.00,0.00,יח',0.00,
35140705LPR,ד.ב קד ב.מ.וו סדרה 7 17+,05P2157,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140706LPR,ד.ב אח ב.מ.וו סדרה 7 17+,05P2161,פעיל,0.000,0.000,0.000,0.000,14.000,0.000,-14.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140791LPR,ד.ב קד ב.מ.וו סדרה 7 95-02,05P769,פעיל,8.000,0.000,0.000,0.000,8.000,0.000,0.00,1.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140808LPR,ד.ב קד מיני קופר 14+,05P2116,פעיל,4.000,0.000,0.000,0.000,6.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140824LPR,ד.ב אח מיני קופר 14 S+,05P2029,פעיל,1.000,0.000,0.000,0.000,11.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35140865LPR,ד.ב אח מיני קופר 08+,05P1481,פעיל,3.000,0.000,0.000,0.000,7.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,2.00,יח',0.00,
35140893LPR,ד.ב קד ב.מ.וו מיניקופר עד 06,05P851,פעיל,6.000,0.000,0.000,0.000,8.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35140895LPR,ד.ב אח ב.מ.וו מיני קופר 02-07,05P861,פעיל,3.000,0.000,0.000,0.000,6.000,0.000,-3.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35141710LPR,ד.ב קד ב.מ.וו סדרה 2/מיניקופר 14+,05P1987,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35141712LPR,ד.ב אח ב.מ.וו סדרה 15 X1/+14 2+/מיניקופר 17+,05P2024,פעיל,1.000,0.000,0.000,0.000,13.000,0.000,-12.00,0.00,,,,0.00,0.00,1.00,יח',0.00,EUR
35141714LPR,ד.ב קד ב.מ.וו סדרה 15 X1/+14 2+/מיניקופר 17+,05P1985,פעיל,0.000,0.000,0.000,0.000,18.000,0.000,-18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35200100LPR,ד.ב קד גרנד שירוקי 11-17,05P2280,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',13.50,EUR
35200107LPR,ד.ב אח גרנד שירוקי 11+,05P1737,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,.,,560552,2.00,0.00,0.00,יח',0.00,EUR
35200110LPR,ד.ב קד גרנד שירוקי 11+,05P1745,פעיל,3.000,0.000,0.000,0.000,12.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35200117LPR,ד.ב קד גרנד שירוקי 10-17/קמרו +16,05P2215,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',22.00,EUR
35200118LPR,ד.ב אח גרנד שירוקי 11-17,05P2255,פעיל,4.000,0.000,0.000,0.000,4.000,0.000,0.00,0.00,,,,0.00,0.00,0.00,יח',12.90,EUR
35200119LPR,ד.ב קד גרנד שירוקי 10-17,05P2272,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',19.20,EUR
35200707LPR,ד.ב אח קומפאס 17+,05P2183,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35200802LPR,ד.ב אח רנגלר +17,05P2315,פעיל,4.000,0.000,0.000,0.000,9.000,0.000,-5.00,0.00,,,,0.00,0.00,1.00,יח',11.80,EUR
35220201LPR,ד.ב אח דיסקוברי עד 98,05P431,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35220205LPR,ד.ב קד דיסקברי 09+/רינג' רובר 09+,05P1600,פעיל,18.000,0.000,0.000,0.000,8.000,0.000,10.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35220212LPR,ד.ב קד ריינג'רובר 12+/דיסקברי 16+/ריינג' רובר ספורט/דיפנדר,05P2263,פעיל,2.000,0.000,0.000,0.000,11.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35220215LPR,ד.ב קד דיסקברי 14-20/דיפנדר +19,05P2128K,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
35220299LPR,ד.ב קד דיסקוברי עד 98,05P324,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35220309LPR,ד.ב אח דיפנדר,05P611,פעיל,1.000,0.000,0.000,0.000,6.000,0.000,-5.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35220411LPR,ד.ב קד פרילנדר 01-07,05P833,פעיל,12.000,0.000,0.000,0.000,8.000,0.000,4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35220510LPR,ד.ב אח ריינג' רובר 13+,05P1801,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35220513LPR,ד.ב קד רנג'רובר 05-01/דיסקוברי 99-04,05P728,פעיל,6.000,0.000,0.000,0.000,9.000,0.000,-3.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35220515LPR,ד.ב קד רנג'רובר 02-04,05P909,פעיל,0.000,0.000,0.000,0.000,20.000,0.000,-20.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35220542LPR,ד.ב קד ריינג'רובר 5.0 09+,05P1885,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35230808LPR,ד.ב קד סטלביו,05P2070,פעיל,7.000,0.000,0.000,0.000,12.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35250317LPR,ד.ב קד לנוס 99+/מתיס,05P693,פעיל,2.000,0.000,0.000,0.000,6.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35250404MATEC,ד.ב קד נובירה/ס.רייסר/לגנזה/נקסיה/ס. סלון/אופטרה,FT083417,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35250419LPR,ד.ב קד נובירה/ס.רייסר/לגנזה/נקסיה/ס. סלון/אופטרה,05P682,פעיל,2.000,0.000,0.000,0.000,6.000,0.000,-4.00,0.00,VV,,560552,0.00,0.00,0.00,יח',0.00,
35250421LPR,ד.ב אח נובירה/לגנזה,05P694,פעיל,2.000,0.000,0.000,0.000,13.000,0.000,-11.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35260223LPR,ד.ב קד אפלאוז/שרייד 88-95,05P055,פעיל,2.000,0.000,0.000,0.000,4.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35260327LPR,ד.ב אח גראן מוב 97+/שרייד/MX3,05P367,פעיל,3.000,0.000,0.000,0.000,5.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35260329LPR,ד.ב קד גראן מוב 97+/שרייד 96+,05P457,פעיל,2.000,0.000,0.000,0.000,7.000,0.000,-5.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35260505MATEC,ד.ב קד סיריון 05-07/איגניס/אלטו 09+/קארי 00+,FT157516,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35260533LPR,ד.ב קד סיריון YRV/98-05,05P1042,פעיל,7.000,0.000,0.000,0.000,11.000,0.000,-4.00,0.00,.,,560552,0.00,0.00,1.00,יח',0.00,EUR
35260535LPR,ד.ב קד סיריון 08+/בלנו 16+/מזדה 2/פיאסטה 09+/סוופיט 1.2 11+,05P1464,פעיל,90.000,0.000,0.000,0.000,48.000,0.000,42.00,7.00,VV,,560552,18.00,17.00,0.00,יח',7.46,EUR
35260537MATEC,ד.ב קד סיריון 08+/בלנו 16+/מזדה 2/פיאסטה 09+/סוופיט 1.2 11+,FT131617,פעיל,55.000,0.000,200.000,0.000,81.000,0.000,174.00,4.00,VV,,430552,13.00,63.00,0.00,יח',3.87,$
35260559MATEC,ד.ב קד סיריון 05-07/איגניס/אלטו 09+/קארי 00+,FT090215,פעיל,0.000,0.000,0.000,0.000,31.000,0.000,-31.00,0.00,VV,,430552,0.00,0.00,0.00,יח',3.20,$
35260639LPR,ד.ב קד פרוזה,05P314,פעיל,3.000,0.000,0.000,0.000,6.000,0.000,-3.00,0.00,.,,560552,1.00,0.00,0.00,יח',0.00,
35260945LPR,ד.ב קד שרמנט 83+,05P070,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,
35310126LPR,ד.ב אח 17 CRV+,05P2201,פעיל,6.000,0.000,0.000,0.000,12.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35310141MATEC,ד.ב קד 02-06 CRV,FT111717,פעיל,52.000,0.000,0.000,0.000,6.000,0.000,46.00,0.00,.,,430552,0.00,0.00,0.00,יח',0.00,
35310145LPR,ד.ב קד 17 CRV+,05P2200,פעיל,1.000,0.000,0.000,0.000,10.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35310149MATEC,ד.ב אח CRV עד 05 FRV/06+/אקורד 2.4 09+,FT137415,פעיל,26.000,0.000,0.000,0.000,10.000,0.000,16.00,0.00,.,,430552,0.00,0.00,5.00,יח',0.00,
35310151LPR,ד.ב קד 02-06 CRV,05P1364,פעיל,2.000,0.000,0.000,0.000,4.000,0.000,-2.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35310153LPR,ד.ב אח CRV עד 05 FRV/06+/אקורד 2.4 09+,05P1404,פעיל,2.000,0.000,0.000,0.000,17.000,0.000,-15.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35310155LPR,ד.ב אח 07 CRV+,05P1455,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,.,,560552,0.00,0.00,0.00,יח',0.00,EUR
35310157LPR,ד.ב קד 07 CRV+,05P1456,פעיל,2.000,0.000,0.000,0.000,9.000,0.000,-7.00,0.00,VV,,560552,2.00,0.00,0.00,יח',0.00,EUR
35310159MATEC,ד.ב קד 07 CRV+,FT135219,פעיל,3.000,0.000,0.000,0.000,9.000,0.000,-6.00,0.00,VV,,430552,0.00,0.00,0.00,יח',0.00,
35310174MATEC,ד.ב אח 07 CRV+,FT135317,פעיל,13.000,0.000,0.000,0.000,7.000,0.000,6.00,0.00,.,,430552,0.00,0.00,0.00,יח',0.00,
35310211LPR,ד.ב אח 15 HRV+,05P1942,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35310510MATEC,ד.ב קד אקורד 2.4 + 2.0 היבריד 16 1.5 HRV/+14+,FT210116,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35310561LPR,ד.ב קד אקורד עד 93,05P566,פעיל,10.000,0.000,0.000,0.000,6.000,0.000,4.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35310563LPR,ד.ב קד אקורד 93-98 ללא ABS/רובר סדרה 6,05P567,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35310565MATEC,ד.ב קד אקורד CRV/94-02 עד 01/שאטל/פרלוד/HRV/פרלוד,FT054317,פעיל,20.000,0.000,0.000,0.000,8.000,0.000,12.00,1.00,255034,,,0.00,0.00,0.00,יח',0.00,
35310567LPR,ד.ב קד אקורד CRV/94-02 עד 01/שאטל/פרלוד/HRV/פרלוד,05P472,פעיל,1.000,0.000,0.000,0.000,4.000,0.000,-3.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35310568MATEC,ד.ב קד אקורד 2.0 09+/סיוויק 1.8 5/+12 דלתות,FT136918,פעיל,57.000,0.000,0.000,0.000,13.000,0.000,44.00,0.00,VV,,,2.00,0.00,0.00,יח',5.81,$
35310569MATEC,ד.ב אח' SX4 מ08 סיוויק 01-12 אקורד עד00 צלחת 260,FT048315,פעיל,47.000,0.000,0.000,0.000,20.000,0.000,27.00,5.00,255034,,,0.00,0.00,2.00,יח',3.20,$
35310571LPR,ד.ב אח אקורד עד SX4/00 מ-08/סיוויק מ-01עד12,05P508,פעיל,0.000,0.000,0.000,0.000,24.000,0.000,-24.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35310571MATEC,ד.ב אח אקורד 09+,FT137015,פעיל,6.000,0.000,0.000,0.000,9.000,0.000,-3.00,0.00,VV,,,1.00,0.00,0.00,יח',3.78,$
35310573LPR,ד.ב קד אקורד/סיוויק,05P1069,פעיל,17.000,0.000,0.000,0.000,9.000,0.000,8.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
